IdEnrollment;Grade;StudentId;IdStudent;Name;LastName;Address;PostalCode;City;Phone;Email;Active;Genre;DateOfBirth;IdentificationNumber;ExpirationDateIn;TaxIdentificationNumber;Nationality;Birthplace;Photo;CoursesCount;TotalWorkHoursLoad;EnrollmentDate;CourseId;IdCourse;Name;WorkLoad;Credits;StudentsCount
78;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
79;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
80;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
81;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
82;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
83;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
84;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
85;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
86;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
87;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
88;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
89;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
90;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
91;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
92;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
93;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
94;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
95;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
96;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
97;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
98;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
99;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
100;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
101;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
102;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
103;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
104;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
105;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
106;1;1;1;Ana;Ribeiro;159 Joe Valley Suite 782;65326;West Vanessa;070-453-8391;moorejames@example.com;True;Female;01/01/0001;56871190;01/01/0001;6280398466;German;Lisbon;C:\Users\user\Documents\photos\1.jpg0000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;01/01/0001;1;1;Língua Portuguesa;50;50;0
